   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.6600935251971007e-03	   3.1371802184182088e-09	
   5.3201870502943057e-03	   2.5097441747009064e-08	
   7.9802805747921386e-03	   8.4703865891232756e-08	
   1.0640374097391957e-02	   2.0077953393298710e-07	
   1.3300467615596374e-02	   3.9214752708348299e-07	
   1.5960561125309677e-02	   6.7763092639370730e-07	
   1.8620654620438243e-02	   1.0760528126083366e-06	
   2.1280748092490955e-02	   1.6062362659489637e-06	
   2.3940841530179623e-02	   2.2870043658124993e-06	
   2.6600934919019409e-02	   3.1371801903706135e-06	
   2.9261028240929229e-02	   4.1755868160560743e-06	
   3.1921121473832192e-02	   5.4210473169218568e-06	
   3.4581214591255995e-02	   6.8923847638588645e-06	
   3.7241307561933362e-02	   8.6084222236581661e-06	
   3.9901400349402455e-02	   1.0587982757903546e-05	
   4.2561492911607282e-02	   1.2849889421680289e-05	
   4.5221585200498141e-02	   1.5412965262086065e-05	
   4.7881677161632025e-02	   1.8296033316529720e-05	
   5.0541768733773043e-02	   2.1517916610803847e-05	
   5.3201859848492815e-02	   2.5097438156917084e-05	
   5.5861950429770962e-02	   2.9053420950671918e-05	
   5.8522040393595466e-02	   3.3404687968973850e-05	
   6.1182129647563116e-02	   3.8170062166857832e-05	
   6.3842218090479907e-02	   4.3368366474217796e-05	
   6.6502305611961535e-02	   4.9018423792225268e-05	
   6.9162392092033731e-02	   5.5139056989422664e-05	
   7.1822477400732790e-02	   6.1749088897477441e-05	
   7.4482561397705885e-02	   6.8867342306582591e-05	
   7.7142643931811597e-02	   7.6512639960489958e-05	
   7.9802724840720332e-02	   8.4703804551161457e-05	
   8.2462803950514696e-02	   9.3459658713024570e-05	
   8.5122881075290008e-02	   1.0279902501681806e-04	
   8.7782956016754732e-02	   1.1274072596301333e-04	
   9.0443028563830866e-02	   1.2330358397479759e-04	
   9.3103098492254496e-02	   1.3450642139060481e-04	
   9.5763165564176120e-02	   1.4636806045617969e-04	
   9.8423229527761211e-02	   1.5890732331616173e-04	
   1.0108329011679068e-01	   1.7214303200517380e-04	
   1.0374334705026125e-01	   1.8609400843840203e-04	
   1.0640340003198603e-01	   2.0077907440165294e-04	
   1.0906344875019498e-01	   2.1621705154087285e-04	
   1.1172349287713536e-01	   2.3242676135111639e-04	
   1.1438353206867226e-01	   2.4942702516494937e-04	
   1.1704356596388907e-01	   2.6723666414027187e-04	
   1.1970359418468805e-01	   2.8587449924754818e-04	
   1.2236361633539082e-01	   3.0535935125642830e-04	
   1.2502363200233887e-01	   3.2571004072174753e-04	
   1.2768364075349417e-01	   3.4694538796889083e-04	
   1.3034364213803962e-01	   3.6908421307850514e-04	
   1.3300363568597970e-01	   3.9214533587054881e-04	
   1.3566362090774112e-01	   4.1614757588766304e-04	
   1.3832359729377314e-01	   4.4110975237784782e-04	
   1.4098356431414855e-01	   4.6705068427643542e-04	
   1.4364352141816397e-01	   4.9398919018733844e-04	
   1.4630346803394068e-01	   5.2194408836356613e-04	
   1.4896340356802523e-01	   5.5093419668699112e-04	
   1.5162332740499007e-01	   5.8097833264735086e-04	
   1.5428323890703430e-01	   6.1209531332047362e-04	
   1.5694313741358437e-01	   6.4430395534571404e-04	
   1.5960302224089484e-01	   6.7762307490257885e-04	
   1.6226289268164903e-01	   7.1207148768653720e-04	
   1.6492274800456003e-01	   7.4766800888399591e-04	
   1.6758258745397117e-01	   7.8443145314642472e-04	
   1.7024241024945730e-01	   8.2238063456362316e-04	
   1.7290221558542521e-01	   8.6153436663610706e-04	
   1.7556200263071475e-01	   9.0191146224660799e-04	
   1.7822177052819985e-01	   9.4353073363066819e-04	
   1.8088151839438918e-01	   9.8641099234631348e-04	
   1.8354124531902744e-01	   1.0305710492427992e-03	
   1.8620095036469619e-01	   1.0760297144284034e-03	
   1.8886063256641497e-01	   1.1228057972372642e-03	
   1.9152029093124245e-01	   1.1709181061952403e-03	
   1.9417992443787749e-01	   1.2203854489847804e-03	
   1.9683953203626028e-01	   1.2712266324087932e-03	
   1.9949911264717379e-01	   1.3234604623534997e-03	
   2.0215866516184477e-01	   1.3771057437502506e-03	
   2.0481818844154523e-01	   1.4321812805363015e-03	
   2.0747768131719377e-01	   1.4887058756145302e-03	
   2.1013714258895691e-01	   1.5466983308120754e-03	
   2.1279657102585081e-01	   1.6061774468378940e-03	
   2.1545596536534242e-01	   1.6671620232392098e-03	
   2.1811532431295139e-01	   1.7296708583568528e-03	
   2.2077464654185158e-01	   1.7937227492794668e-03	
   2.2343393069247278e-01	   1.8593364917965697e-03	
   2.2609317537210247e-01	   1.9265308803504621e-03	
   2.2875237915448765e-01	   1.9953247079869574e-03	
   2.3141154057943678e-01	   2.0657367663049308e-03	
   2.3407065815242176e-01	   2.1377858454046687e-03	
   2.3672973034417993e-01	   2.2114907338349967e-03	
   2.3938875559031622e-01	   2.2868702185391879e-03	
   2.4204773229090545e-01	   2.3639430847996294e-03	
   2.4470665881009443e-01	   2.4427281161812212e-03	
   2.4736553347570450e-01	   2.5232440944735189e-03	
   2.5002435457883393e-01	   2.6055097996315842e-03	
   2.5268312037346058e-01	   2.6895440097155420e-03	
   2.5534182907604425e-01	   2.7753655008288139e-03	
   2.5800047886512972e-01	   2.8629930470550459e-03	
   2.6065906788094967e-01	   2.9524454203936784e-03	
   2.6331759422502710e-01	   3.0437413906941619e-03	
   2.6597605595977908e-01	   3.1368997255888224e-03	
   2.6863445110811951e-01	   3.2319391904243266e-03	
   2.7129277765306226e-01	   3.3288785481917519e-03	
   2.7395103353732497e-01	   3.4277365594552619e-03	
   2.7660921666293231e-01	   3.5285319822793426e-03	
   2.7926732489081979e-01	   3.6312835721546066e-03	
   2.8192535604043717e-01	   3.7360100819221385e-03	
   2.8458330788935271e-01	   3.8427302616963924e-03	
   2.8724117817285727e-01	   3.9514628587865924e-03	
   2.8989896458356801e-01	   4.0622266176166362e-03	
   2.9255666477103315e-01	   4.1750402796435172e-03	
   2.9521427634133635e-01	   4.2899225832741996e-03	
   2.9787179685670095e-01	   4.4068922637809571e-03	
   3.0052922383509545e-01	   4.5259680532151901e-03	
   3.0318655474983769e-01	   4.6471686803196540e-03	
   3.0584378702920040e-01	   4.7705128704391099e-03	
   3.0850091805601637e-01	   4.8960193454294096e-03	
   3.1115794516728379e-01	   5.0237068235649499e-03	
   3.1381486565377187e-01	   5.1535940194445155e-03	
   3.1647167675962679e-01	   5.2856996438955016e-03	
   3.1912837568197744e-01	   5.4200424038764825e-03	
   3.2178495957054176e-01	   5.5566410023781022e-03	
   3.2444142552723310e-01	   5.6955141383223324e-03	
   3.2709777060576667e-01	   5.8366805064600054e-03	
   3.2975399181126647e-01	   5.9801587972666687e-03	
   3.3241008609987205e-01	   6.1259676968367016e-03	
   3.3506605037834597e-01	   6.2741258867757398e-03	
   3.3772188150368115e-01	   6.4246520440913255e-03	
   3.4037757628270832e-01	   6.5775648410818024e-03	
   3.4303313147170417e-01	   6.7328829452234741e-03	
   3.4568854377599939e-01	   6.8906250190559418e-03	
   3.4834380984958696e-01	   7.0508097200656546e-03	
   3.5099892629473084e-01	   7.2134557005676730e-03	
   3.5365388966157491e-01	   7.3785816075855812e-03	
   3.5630869644775182e-01	   7.5462060827295582e-03	
   3.5896334309799283e-01	   7.7163477620726317e-03	
   3.6161782600373710e-01	   7.8890252760250336e-03	
   3.6427214150274201e-01	   8.0642572492066918e-03	
   3.6692628587869291e-01	   8.2420623003178206e-03	
   3.6958025536081418e-01	   8.4224590420076233e-03	
   3.7223404612347982e-01	   8.6054660807410675e-03	
   3.7488765428582449e-01	   8.7911020166637020e-03	
